station_id,station_name,address,original_database_state,original_state_source,latitude,longitude,nearest_geographic_state,distance_to_nearest_state_boundary_km,distance_to_original_state_boundary_km,inside_another_malaysian_state,outside_malaysia_land_polygons,inside_full_resolution_geoboundaries_reference,inside_independent_arcgis_reference,inside_independent_gadm_reference,exact_coordinate_match_count,nearby_record_count_within_75m,nearby_record_count_within_250m,nearby_station_ids_within_75m,nearest_nearby_distance_metres,synthetic_demo_suspected,recommended_review_category,diagnostic
09518b8e-8135-4126-902b-0fb1c37a1f15,Starbucks Batu Ferringhi,"Jalan Mahkota 5, 58780 Batu Ferringhi, Penang",Penang,parsedFromAddress,5.484934,100.22995,Penang,2.164769,2.164769,false,true,false,false,false,0,0,1,,156.4,false,requiresManualReview,"Outside all deployed and full-resolution geoBoundaries ADM1 land polygons; nearest boundary is Penang at 2.165 km. Address state agrees, but the 2–5 km displacement is too large for automatic boundary-adjacent treatment."
0abc8ba3-3c5d-499d-bf83-10134be28657,Petron Asajaya,"Lebuh Sri 31, 02260 Asajaya, Sarawak",Sarawak,parsedFromAddress,1.594235,110.637834,Sarawak,1.02189,1.02189,false,true,false,false,false,0,0,0,,,false,boundaryAdjacent,Outside all deployed and full-resolution geoBoundaries ADM1 land polygons; nearest boundary is Sarawak at 1.022 km. Address state agrees; review coastal coordinate precision/source geocoding.
0b9ae985-dddc-4656-a865-3d453b1681ac,Segi Fresh Jeram,"Jalan Dato 40, 52270 Jeram, Kuala Selangor, Selangor",Selangor,parsedFromAddress,3.297549,101.255456,Selangor,0.739749,0.739749,false,true,false,false,false,0,0,0,,,false,boundaryAdjacent,Outside all deployed and full-resolution geoBoundaries ADM1 land polygons; nearest boundary is Selangor at 0.740 km. Address state agrees; review coastal coordinate precision/source geocoding.
0cecd903-2b27-4be1-9dde-aa74f745aa57,BHPetrol Pulau Indah,"Lorong Semarak 30, 44320 Pulau Indah, Klang, Selangor",Selangor,parsedFromAddress,2.974653,101.320542,Selangor,0.179417,0.179417,false,true,false,false,false,0,0,0,,,false,boundaryAdjacent,Outside all deployed and full-resolution geoBoundaries ADM1 land polygons; nearest boundary is Selangor at 0.179 km. Address state agrees; review coastal coordinate precision/source geocoding.
0ed0902f-861b-4597-b52b-9d422825190e,Petronas Jln Pontian Skudai,"Lorong Harmoni 9, 93060 Pontian, Johor",Johor,parsedFromAddress,1.486074,103.376552,Johor,0.954282,0.954282,false,true,false,false,false,0,0,0,,,false,boundaryAdjacent,Outside all deployed and full-resolution geoBoundaries ADM1 land polygons; nearest boundary is Johor at 0.954 km. Address state agrees; review coastal coordinate precision/source geocoding.
0f3126fb-5a5d-4837-815c-98028cdd0a18,TF Value-Mart Kuala Kedah,"Jalan Perdana 36, 32050 Kuala Kedah, Kedah",Kedah,parsedFromAddress,6.108837,100.254607,Kedah,2.753009,2.753009,false,true,false,false,false,0,0,0,,,false,requiresManualReview,"Outside all deployed and full-resolution geoBoundaries ADM1 land polygons; nearest boundary is Kedah at 2.753 km. Address state agrees, but the 2–5 km displacement is too large for automatic boundary-adjacent treatment."
0f3c2dc1-f230-43d1-a6b9-d03b3974eafa,Shop Lots Jalan Jakar,"Jalan Paya Bunga 23, 21600 Kuala Terengganu, Terengganu",Terengganu,parsedFromAddress,5.322504,103.158928,Terengganu,0.267615,0.267615,false,true,false,false,false,0,0,0,,,false,boundaryAdjacent,Outside all deployed and full-resolution geoBoundaries ADM1 land polygons; nearest boundary is Terengganu at 0.268 km. Address state agrees; review coastal coordinate precision/source geocoding.
0f5f8600-f5e1-4e48-9e6f-aea309b79701,COURTYARD PENANG,"Jalan Indah 34, 05350 George Town, Penang",Penang,parsedFromAddress,5.429226,100.326653,Penang,0.230239,0.230239,false,true,false,false,false,0,0,1,,113.37,true,boundaryAdjacent,Outside all deployed and full-resolution geoBoundaries ADM1 land polygons; nearest boundary is Penang at 0.230 km. Address state agrees; review coastal coordinate precision/source geocoding.
11a594b4-c152-4fc6-aece-b9ded051f4bb,ONE TANJONG,"Jalan Sentosa 33, 10160 George Town, Penang",Penang,parsedFromAddress,5.42723,100.340195,Penang,0.414239,0.414239,false,true,false,false,false,0,0,2,,103.62,false,boundaryAdjacent,Outside all deployed and full-resolution geoBoundaries ADM1 land polygons; nearest boundary is Penang at 0.414 km. Address state agrees; review coastal coordinate precision/source geocoding.
12f469f5-090f-4d79-836a-2ccc760d97f3,Fajar Superstore,"Jalan Bahagia 31, 68590 Kota Kinabalu, Sabah",Sabah,parsedFromAddress,5.996231,116.084642,Sabah,0.009252,0.009252,false,true,false,true,true,0,0,0,,,true,missingGeometrySuspected,Outside all deployed and full-resolution geoBoundaries ADM1 land polygons; nearest boundary is Sabah at 0.009 km. At least one independent ADM1 reference contains the coordinate; compare source geometries manually without automatic reassignment.
1313114c-e7c7-4253-bae2-362925a2a0bf,Petron Pulau Indah,"99, Jalan Kapar, Jeram, 45800 Kuala Selangor, Selangor",Selangor,parsedFromAddress,3.224262,101.29757,Selangor,0.743323,0.743323,false,true,false,false,false,0,0,0,,,false,boundaryAdjacent,Outside all deployed and full-resolution geoBoundaries ADM1 land polygons; nearest boundary is Selangor at 0.743 km. Address state agrees; review coastal coordinate precision/source geocoding.
138e791d-e458-4d8c-9085-418bfce04f50,Pejabat Daerah Kabong,"Jalan Sultan 14, 15360 Kabong, Sarawak",Sarawak,parsedFromAddress,1.682249,111.108953,Sarawak,0.00742,0.00742,false,true,false,true,true,0,0,0,,,true,missingGeometrySuspected,Outside all deployed and full-resolution geoBoundaries ADM1 land polygons; nearest boundary is Sarawak at 0.007 km. At least one independent ADM1 reference contains the coordinate; compare source geometries manually without automatic reassignment.
166f588f-e11a-46b1-85e1-6219caf20890,TREE SQUARE,"Jalan Sultan 23, 91000 George Town, Penang",Penang,parsedFromAddress,5.401652,100.346987,Penang,1.017212,1.017212,false,true,false,false,false,0,1,3,3b11632a-4218-4842-aea6-dab4a74a71ae,50.51,true,duplicateOrNearDuplicateCoordinate,Outside all deployed and full-resolution geoBoundaries ADM1 land polygons; nearest boundary is Penang at 1.017 km. 1 other record(s) occur within 75 m; review shared/near-shared site coordinates.
16ce321e-c800-4314-8cf1-aa22ac9d1475,Caltex PK,"Jalan Suria 2, 57970 Pengkalan Kubor, Tumpat, Kelantan",Kelantan,parsedFromAddress,6.221237,102.147748,Kelantan,0.308176,0.308176,false,true,false,false,false,0,0,0,,,false,boundaryAdjacent,Outside all deployed and full-resolution geoBoundaries ADM1 land polygons; nearest boundary is Kelantan at 0.308 km. Address state agrees; review coastal coordinate precision/source geocoding.
17e0a66d-a394-4fef-b2d1-54305aa7d8b7,Pelabuhan Tanjung Pelepas,"Jalan Permai 20, 80170 Tanjung Pelepas, Gelang Patah, Johor",Johor,parsedFromAddress,1.376383,103.537011,Johor,0.328825,0.328825,false,true,false,true,false,0,0,0,,,false,missingGeometrySuspected,Outside all deployed and full-resolution geoBoundaries ADM1 land polygons; nearest boundary is Johor at 0.329 km. At least one independent ADM1 reference contains the coordinate; compare source geometries manually without automatic reassignment.
1a41cae7-650f-4dac-984d-0dfa221c6572,Straits Quay Retail Marina,"Jalan Sultan 37, 34390 Tanjung Tokong, Penang",Penang,parsedFromAddress,5.440648,100.323551,Penang,1.036362,1.036362,false,true,false,false,false,0,0,1,,231.03,true,boundaryAdjacent,Outside all deployed and full-resolution geoBoundaries ADM1 land polygons; nearest boundary is Penang at 1.036 km. Address state agrees; review coastal coordinate precision/source geocoding.
1aaae90d-bac1-4e24-a7b1-77114de78ac4,Raia Inn Penang,"Lorong Wawasan 32, 18870 Sungai Ara, Penang",Penang,parsedFromAddress,5.351382,100.314564,Penang,0.103206,0.103206,false,true,false,true,false,0,0,0,,,false,missingGeometrySuspected,Outside all deployed and full-resolution geoBoundaries ADM1 land polygons; nearest boundary is Penang at 0.103 km. At least one independent ADM1 reference contains the coordinate; compare source geometries manually without automatic reassignment.
1b65fd8e-51f2-4fc0-b77f-1d0ad9c1d6cf,Kota Marudu District Office,"Lebuh Bunga Raya 18, 84680 Kota Marudu, Sabah",Sabah,parsedFromAddress,6.688284,116.815895,Sabah,2.089988,2.089988,false,true,false,false,false,0,0,0,,,false,requiresManualReview,"Outside all deployed and full-resolution geoBoundaries ADM1 land polygons; nearest boundary is Sabah at 2.090 km. Address state agrees, but the 2–5 km displacement is too large for automatic boundary-adjacent treatment."
1c4dc759-698b-4cd1-a7c1-f9bba38ba3ff,PETRONAS - Jalan Tun Mustapha,"Jalan Impian 22, 59790 Kota Kinabalu, Sabah",Sabah,parsedFromAddress,5.999042,116.076027,Sabah,0.520267,0.520267,false,true,false,false,false,0,0,0,,,false,boundaryAdjacent,Outside all deployed and full-resolution geoBoundaries ADM1 land polygons; nearest boundary is Sabah at 0.520 km. Address state agrees; review coastal coordinate precision/source geocoding.
1cd9e92e-aa12-423d-90d9-d18dc5de2610,Lotus's Bagan Ajam,"Jalan Angsana 11, 73390 Bagan Ajam, Butterworth, Penang",Penang,parsedFromAddress,5.435508,100.371932,Penang,0.531643,0.531643,false,true,false,false,false,0,0,1,,188.92,false,boundaryAdjacent,Outside all deployed and full-resolution geoBoundaries ADM1 land polygons; nearest boundary is Penang at 0.532 km. Address state agrees; review coastal coordinate precision/source geocoding.
1cf2022b-7490-4944-82e6-ff6b4dccaafd,CKS Millennium,"Lebuh Cempaka 13, 80730 Kota Kinabalu, Sabah",Sabah,parsedFromAddress,5.999033,116.055652,Sabah,0.202635,0.202635,false,true,false,false,true,0,0,0,,,false,missingGeometrySuspected,Outside all deployed and full-resolution geoBoundaries ADM1 land polygons; nearest boundary is Sabah at 0.203 km. At least one independent ADM1 reference contains the coordinate; compare source geometries manually without automatic reassignment.
1e5f11e4-ad82-4700-a683-1e908e96905b,Petronas Kuala Penyu,"Persiaran Sri 12, 77030 Kuala Penyu, Sabah",Sabah,parsedFromAddress,5.801686,115.649288,Sabah,6.989972,6.989972,false,true,false,false,false,0,0,0,,,false,offshoreOrOutsideMalaysia,Outside all deployed and full-resolution geoBoundaries ADM1 land polygons; nearest boundary is Sabah at 6.990 km. Large displacement requires source-coordinate verification.
1f014dc1-5467-4a33-83c6-854aa408436b,PETRONAS - Jalan Saguking,"Jalan Kenanga 28, 27650 Kota Kinabalu, Sabah",Sabah,parsedFromAddress,5.998741,116.067224,Sabah,0.11399,0.11399,false,true,false,false,false,0,0,2,,96.67,false,boundaryAdjacent,Outside all deployed and full-resolution geoBoundaries ADM1 land polygons; nearest boundary is Sabah at 0.114 km. Address state agrees; review coastal coordinate precision/source geocoding.
1f4c14bb-cc30-471a-816a-d8b4e73b6480,Econsave Pontian,"Lebuh Kristal 5, 79620 Pontian, Johor",Johor,parsedFromAddress,1.469892,103.379278,Johor,1.22214,1.22214,false,true,false,false,false,0,0,0,,,false,boundaryAdjacent,Outside all deployed and full-resolution geoBoundaries ADM1 land polygons; nearest boundary is Johor at 1.222 km. Address state agrees; review coastal coordinate precision/source geocoding.
21239bdd-1d16-4858-beeb-f36f0a9e193a,NEW WORLD PARK,"Lorong Mahkota 22, 28110 George Town, Penang",Penang,parsedFromAddress,5.433515,100.339726,Penang,1.105407,1.105407,false,true,false,false,false,0,1,1,e4485522-6dde-44c5-8c5c-73ca45f7d03a,58.53,false,duplicateOrNearDuplicateCoordinate,Outside all deployed and full-resolution geoBoundaries ADM1 land polygons; nearest boundary is Penang at 1.105 km. 1 other record(s) occur within 75 m; review shared/near-shared site coordinates.
2192781b-d59f-41d5-8bae-fffe8a7a5c34,Majlis Daerah Dungun,"Jalan Panji Alam 9, 21330 Dungun, Terengganu",Terengganu,parsedFromAddress,4.768974,103.429055,Terengganu,0.577086,0.577086,false,true,false,false,false,0,0,0,,,false,boundaryAdjacent,Outside all deployed and full-resolution geoBoundaries ADM1 land polygons; nearest boundary is Terengganu at 0.577 km. Address state agrees; review coastal coordinate precision/source geocoding.
223797dc-9c9b-4aae-b9c2-06fe6f6b27e7,Petron M32 Jalan SDK-LD SS,"Persiaran Bukit 35, 49170 Kota Kinabalu, Sabah",Sabah,parsedFromAddress,5.995782,116.073223,Sabah,0.618548,0.618548,false,true,false,false,false,0,0,0,,,false,boundaryAdjacent,Outside all deployed and full-resolution geoBoundaries ADM1 land polygons; nearest boundary is Sabah at 0.619 km. Address state agrees; review coastal coordinate precision/source geocoding.
22b7469f-1271-4832-bf4f-06e14142e64d,Emporium Labuan,"Lebuh Bahagia 15, 87350 Labuan, Labuan",Labuan,parsedFromAddress,5.267751,115.213502,Labuan,0.965723,0.965723,false,true,false,false,false,0,0,0,,,true,boundaryAdjacent,Outside all deployed and full-resolution geoBoundaries ADM1 land polygons; nearest boundary is Labuan at 0.966 km. Address state agrees; review coastal coordinate precision/source geocoding.
22bcc44b-86d4-4573-82f9-944238dc104c,INTEL PENANG PG15,"Jalan Besar 18, 83470 George Town, Penang",Penang,parsedFromAddress,5.426358,100.336729,Penang,0.297459,0.297459,false,true,false,false,false,0,0,2,,183.25,false,boundaryAdjacent,Outside all deployed and full-resolution geoBoundaries ADM1 land polygons; nearest boundary is Penang at 0.297 km. Address state agrees; review coastal coordinate precision/source geocoding.
22e15ed7-e908-4c69-aa2d-03880a4001ad,Penang Turf Club,"Lorong Utama 20, 79910 Batu Gantung, Penang",Penang,parsedFromAddress,5.393917,100.333821,Penang,0.576332,0.576332,false,true,false,false,false,0,0,1,,246.92,true,boundaryAdjacent,Outside all deployed and full-resolution geoBoundaries ADM1 land polygons; nearest boundary is Penang at 0.576 km. Address state agrees; review coastal coordinate precision/source geocoding.
25934501-0e63-4f99-9f2e-e8aefef62da1,Shell Mukah,"Lebuh Bukit 10, 97110 Mukah, Sarawak",Sarawak,parsedFromAddress,2.915969,112.07034,Sarawak,0.955827,0.955827,false,true,false,false,false,0,0,0,,,false,boundaryAdjacent,Outside all deployed and full-resolution geoBoundaries ADM1 land polygons; nearest boundary is Sarawak at 0.956 km. Address state agrees; review coastal coordinate precision/source geocoding.
260046f5-6c05-433f-ba82-5e5f1572908a,FamilyMart Caltex Raja Uda,"Jalan Damai 32, 56590 Raja Uda, Butterworth, Penang",Penang,parsedFromAddress,5.390245,100.353378,Penang,1.156029,1.156029,false,true,false,false,false,0,0,0,,,false,boundaryAdjacent,Outside all deployed and full-resolution geoBoundaries ADM1 land polygons; nearest boundary is Penang at 1.156 km. Address state agrees; review coastal coordinate precision/source geocoding.
268c86b0-3065-48d1-95bb-861497ee7ddf,McDonald's Pontian DT,"Persiaran Indah 36, 61650 Pontian, Johor",Johor,parsedFromAddress,1.481138,103.377013,Johor,0.699918,0.699918,false,true,false,false,false,0,0,0,,,true,boundaryAdjacent,Outside all deployed and full-resolution geoBoundaries ADM1 land polygons; nearest boundary is Johor at 0.700 km. Address state agrees; review coastal coordinate precision/source geocoding.
27af3cfe-f44d-4598-a109-ceb4e0a8f1d6,Petronas Bagan Lalang,"Persiaran Kenanga 15, 46860 Butterworth, Penang",Penang,parsedFromAddress,5.401185,100.360933,Penang,0.326949,0.326949,false,true,false,false,false,0,0,0,,,false,boundaryAdjacent,Outside all deployed and full-resolution geoBoundaries ADM1 land polygons; nearest boundary is Penang at 0.327 km. Address state agrees; review coastal coordinate precision/source geocoding.
28b1b78c-be6e-45bf-9fc6-bba6f3a1b094,SWAN GARDEN HOTEL,"Lorong Tanjung 36, 76910 Melaka City, Melaka",Melaka,parsedFromAddress,2.178764,102.24775,Melaka,0.686347,0.686347,false,true,false,false,false,0,0,0,,,false,boundaryAdjacent,Outside all deployed and full-resolution geoBoundaries ADM1 land polygons; nearest boundary is Melaka at 0.686 km. Address state agrees; review coastal coordinate precision/source geocoding.
28ca3cc7-3e6d-412c-be65-19b34658c74c,ENGINEERING BUILDING - PENGERANG,"Persiaran Cendana 23, 33140 Pengerang, Kota Tinggi, Johor",Johor,parsedFromAddress,1.363449,104.09696,Johor,0.44992,0.44992,false,true,false,false,false,0,0,0,,,false,boundaryAdjacent,Outside all deployed and full-resolution geoBoundaries ADM1 land polygons; nearest boundary is Johor at 0.450 km. Address state agrees; review coastal coordinate precision/source geocoding.
2a657621-abc0-4def-bc01-295414dbafd4,Sabah Golf & Country Club,"Lebuh Wawasan 26, 18890 Kota Kinabalu, Sabah",Sabah,parsedFromAddress,5.99206,116.056125,Sabah,0.668277,0.668277,false,true,false,false,false,0,0,0,,,false,boundaryAdjacent,Outside all deployed and full-resolution geoBoundaries ADM1 land polygons; nearest boundary is Sabah at 0.668 km. Address state agrees; review coastal coordinate precision/source geocoding.
2afb8a5c-cf23-44ee-8b56-522ff8711cb4,Pejabat Daerah dan Tanah Port Dickson,"Jalan Perdana 9, 34030 Port Dickson, Negeri Sembilan",Negeri Sembilan,parsedFromAddress,2.536578,101.786862,Negeri Sembilan,0.551603,0.551603,false,true,false,false,false,0,0,0,,,false,boundaryAdjacent,Outside all deployed and full-resolution geoBoundaries ADM1 land polygons; nearest boundary is Negeri Sembilan at 0.552 km. Address state agrees; review coastal coordinate precision/source geocoding.
2b6a39c8-737b-44e4-bb35-5e8d3bc749e1,LOTUS'S PENANG EGATE,"Lorong Kenanga 17, 05340 George Town, Penang",Penang,parsedFromAddress,5.431435,100.329415,Penang,0.609093,0.609093,false,true,false,false,false,0,0,1,,141.25,false,boundaryAdjacent,Outside all deployed and full-resolution geoBoundaries ADM1 land polygons; nearest boundary is Penang at 0.609 km. Address state agrees; review coastal coordinate precision/source geocoding.
2d01dd6a-35e9-40d5-b22f-3b4e098b85df,Petronas Bagan Ajam,"Lorong Semarak 4, 40210 Bagan Ajam, Butterworth, Penang",Penang,parsedFromAddress,5.443985,100.360639,Penang,1.95698,1.95698,false,true,false,false,false,0,0,0,,,false,boundaryAdjacent,Outside all deployed and full-resolution geoBoundaries ADM1 land polygons; nearest boundary is Penang at 1.957 km. Address state agrees; review coastal coordinate precision/source geocoding.
2d0ba17e-964a-497d-a124-b8db523e8983,KOMTAR Penang,"Lorong Perdana 9, 13650 George Town, Penang",Penang,parsedFromAddress,5.427112,100.33373,Penang,0.362973,0.362973,false,true,false,false,false,0,0,3,,123.24,false,boundaryAdjacent,Outside all deployed and full-resolution geoBoundaries ADM1 land polygons; nearest boundary is Penang at 0.363 km. Address state agrees; review coastal coordinate precision/source geocoding.
2de3201d-cdef-44df-b5a8-3919a3af17c2,"PROTON PESAT CTM, KUANTAN PAHANG","Lorong Indah 25, 32450 Kuantan, Pahang",Pahang,parsedFromAddress,3.795297,103.342838,Pahang,0.277912,0.277912,false,true,false,false,false,0,0,2,,143.15,true,boundaryAdjacent,Outside all deployed and full-resolution geoBoundaries ADM1 land polygons; nearest boundary is Pahang at 0.278 km. Address state agrees; review coastal coordinate precision/source geocoding.
2e52655d-132b-4d93-8e22-386007f87f75,STARBUCKS HILLSIDE DT,"Jalan Sri 20, 79810 Tanjung Bungah, Penang",Penang,parsedFromAddress,5.442852,100.325254,Penang,1.344542,1.344542,false,true,false,false,false,0,0,1,,185.59,false,boundaryAdjacent,Outside all deployed and full-resolution geoBoundaries ADM1 land polygons; nearest boundary is Penang at 1.345 km. Address state agrees; review coastal coordinate precision/source geocoding.
2eb0f487-10e3-4ee4-a012-ed0c52846eca,KTCC Mall,"Lorong Rhu Rendang 26, 21610 Kuala Terengganu, Terengganu",Terengganu,parsedFromAddress,5.348275,103.148023,Terengganu,0.276986,0.276986,false,true,false,false,false,0,0,0,,,false,boundaryAdjacent,Outside all deployed and full-resolution geoBoundaries ADM1 land polygons; nearest boundary is Terengganu at 0.277 km. Address state agrees; review coastal coordinate precision/source geocoding.
2ecf3f85-66dc-4607-83cb-2787a865cd95,Shell,"Lebuh Tun Razak 29, 77280 George Town, Penang",Penang,parsedFromAddress,5.399266,100.346897,Penang,1.130943,1.130943,false,true,false,false,false,0,1,5,c511e9f6-1fa6-4524-8e49-a314609ecf63,63.81,false,duplicateOrNearDuplicateCoordinate,Outside all deployed and full-resolution geoBoundaries ADM1 land polygons; nearest boundary is Penang at 1.131 km. 1 other record(s) occur within 75 m; review shared/near-shared site coordinates.
2f85fcd5-fdc4-46b9-ad49-5b65db8dcc2b,Proton e.MAS Kuantan HK Electra,"Persiaran Tun 38, 94370 Kuantan, Pahang",Pahang,parsedFromAddress,3.791183,103.343191,Pahang,0.409462,0.409462,false,true,false,false,false,0,0,0,,,false,boundaryAdjacent,Outside all deployed and full-resolution geoBoundaries ADM1 land polygons; nearest boundary is Pahang at 0.409 km. Address state agrees; review coastal coordinate precision/source geocoding.
3216eb13-c3b1-4db2-88cd-0d34338920d9,Menara Kinabalu/Pusat Pentadbiran Negeri Sabah (PPNS),"Lebuh Sultan 33, 74890 Kota Kinabalu, Sabah",Sabah,parsedFromAddress,5.97905,116.056158,Sabah,0.301623,0.301623,false,true,false,false,false,0,0,1,,227.31,true,boundaryAdjacent,Outside all deployed and full-resolution geoBoundaries ADM1 land polygons; nearest boundary is Sabah at 0.302 km. Address state agrees; review coastal coordinate precision/source geocoding.
33678219-4b28-4bed-8e8a-f3771ef38124,ST GILES HOTEL,"Jalan Merdeka 38, 41640 George Town, Penang",Penang,parsedFromAddress,5.394258,100.336025,Penang,0.71359,0.71359,false,true,false,false,false,0,0,2,,148.8,false,boundaryAdjacent,Outside all deployed and full-resolution geoBoundaries ADM1 land polygons; nearest boundary is Penang at 0.714 km. Address state agrees; review coastal coordinate precision/source geocoding.
35418755-38a2-40d5-844c-2e78d5040364,Lexis Suites Penang,"Persiaran Bunga Raya 8, 18170 George Town, Penang",Penang,parsedFromAddress,5.433955,100.320223,Penang,0.222752,0.222752,false,true,false,false,false,0,0,0,,,false,boundaryAdjacent,Outside all deployed and full-resolution geoBoundaries ADM1 land polygons; nearest boundary is Penang at 0.223 km. Address state agrees; review coastal coordinate precision/source geocoding.
35d6c1c0-8074-49b2-8bb6-8c72b6913a09,PETRONAS - Jalan Pohon Batu,"Jalan Semarak 17, 24840 Kota Kinabalu, Sabah",Sabah,parsedFromAddress,5.975577,116.05753,Sabah,0.056462,0.056462,false,true,false,false,false,0,0,0,,,false,boundaryAdjacent,Outside all deployed and full-resolution geoBoundaries ADM1 land polygons; nearest boundary is Sabah at 0.056 km. Address state agrees; review coastal coordinate precision/source geocoding.
36c41551-11e4-4fc2-b66d-06d02896060b,Petron Simpang Jalan Rozhan,"Jalan Sri 6, 24670 George Town, Penang",Penang,parsedFromAddress,5.411889,100.339254,Penang,0.001634,0.001634,false,true,false,false,true,0,0,3,,81.76,false,missingGeometrySuspected,Outside all deployed and full-resolution geoBoundaries ADM1 land polygons; nearest boundary is Penang at 0.002 km. At least one independent ADM1 reference contains the coordinate; compare source geometries manually without automatic reassignment.
3b11632a-4218-4842-aea6-dab4a74a71ae,Shell,"Jalan Harmoni 27, 29530 George Town, Penang",Penang,parsedFromAddress,5.401258,100.347214,Penang,1.059084,1.059084,false,true,false,false,false,0,1,4,166f588f-e11a-46b1-85e1-6219caf20890,50.51,false,duplicateOrNearDuplicateCoordinate,Outside all deployed and full-resolution geoBoundaries ADM1 land polygons; nearest boundary is Penang at 1.059 km. 1 other record(s) occur within 75 m; review shared/near-shared site coordinates.
